mol_name,activity,potency
ZINC04932978,Inactive,
ZINC04940394,Inactive,
ZINC04970684,Inactive,
ZINC05119203,Inactive,
ZINC05223391,Inactive,
ZINC05356577,Inactive,
ZINC05377861,Inactive,
ZINC05430849,Inactive,
ZINC05480945,Inactive,
ZINC05527674,Inactive,
ZINC05535058,Inactive,
ZINC05547868,Inactive,
ZINC05574961,Inactive,
ZINC05580103,Inactive,
ZINC05643406,Inactive,
ZINC05694516,Inactive,
ZINC05780483,Inactive,
ZINC05851615,Inactive,
ZINC05853223,Inactive,
ZINC06196579,Inactive,
ZINC06372382,Inactive,
ZINC06426056,Inactive,
ZINC06491571,Inactive,
ZINC06812513,Inactive,
ZINC07045095,Inactive,
ZINC07048797,Inactive,
ZINC07161490,Inactive,
ZINC07991076,Inactive,
ZINC08034249,Inactive,
ZINC08397361,Inactive,
ZINC08612376,Inactive,
ZINC08623849,Inactive,
ZINC08757864,Inactive,
ZINC08846833,Inactive,
ZINC08855353,Inactive,
ZINC08980752,Inactive,
ZINC09117528,Inactive,
ZINC10303318,Inactive,
ZINC10423611,Inactive,
ZINC10668160,Inactive,
ZINC10786945,Inactive,
ZINC10816288,Inactive,
ZINC11298007,Inactive,
ZINC11703637,Inactive,
ZINC11784525,Inactive,
ZINC11788454,Inactive,
ZINC11813511,Inactive,
ZINC11850996,Inactive,
ZINC11851222,Inactive,
ZINC11880500,Inactive,
ZINC11998057,Inactive,
ZINC12093034,Inactive,
ZINC12191537,Inactive,
ZINC12341355,Inactive,
ZINC12410393,Inactive,
ZINC12456764,Inactive,
ZINC12457322,Inactive,
ZINC12464793,Inactive,
ZINC12487882,Inactive,
ZINC12511408,Inactive,
ZINC12586861,Inactive,
ZINC12611729,Inactive,
ZINC12758251,Inactive,
ZINC12763607,Inactive,
ZINC13474315,Inactive,
ZINC13906764,Inactive,
ZINC13995235,Inactive,
ZINC14036261,Inactive,
ZINC14175244,Inactive,
ZINC14185532,Inactive,
ZINC14457448,Inactive,
ZINC14534891,Inactive,
ZINC14540340,Inactive,
ZINC14579198,Inactive,
ZINC14580721,Inactive,
ZINC14581021,Inactive,
ZINC14628876,Inactive,
ZINC14855822,Inactive,
ZINC14943514,Inactive,
ZINC14946391,Inactive,
ZINC14947927,Inactive,
ZINC14961728,Inactive,
ZINC14965255,Inactive,
ZINC14970662,Inactive,
ZINC14973005,Inactive,
ZINC15165337,Inactive,
ZINC15185210,Inactive,
ZINC15220939,Inactive,
ZINC15672718,Inactive,
ZINC15781182,Inactive,
ZINC15895310,Inactive,
ZINC15905980,Inactive,
ZINC16037016,Inactive,
ZINC16052777,Inactive,
ZINC16138012,Inactive,
ZINC16263056,Inactive,
ZINC16665197,Inactive,
ZINC16779129,Inactive,
ZINC16954126,Inactive,
ZINC16997519,Inactive,
ZINC17036676,Inactive,
ZINC17036941,Inactive,
ZINC17125135,Inactive,
ZINC17153213,Inactive,
ZINC17161787,Inactive,
ZINC17175704,Inactive,
ZINC17195882,Inactive,
ZINC17198451,Inactive,
ZINC17249773,Inactive,
ZINC17302737,Inactive,
ZINC17426357,Inactive,
ZINC18057077,Inactive,
ZINC18177627,Inactive,
ZINC18320600,Inactive,
ZINC18974028,Inactive,
ZINC19167288,Inactive,
ZINC19200219,Inactive,
ZINC19208308,Inactive,
ZINC19318817,Inactive,
ZINC19319451,Inactive,
ZINC19384557,Inactive,
ZINC19399910,Inactive,
ZINC19414595,Inactive,
ZINC19735051,Inactive,
ZINC19816074,Inactive,
ZINC19882593,Inactive,
ZINC19958437,Inactive,
ZINC19968131,Inactive,
ZINC19971031,Inactive,
ZINC19971129,Inactive,
ZINC19972331,Inactive,
ZINC20018365,Inactive,
ZINC20130678,Inactive,
ZINC20210820,Inactive,
ZINC20256303,Inactive,
ZINC20340495,Inactive,
ZINC20439332,Inactive,
ZINC20510536,Inactive,
ZINC20532185,Inactive,
ZINC20573353,Inactive,
ZINC20639794,Inactive,
ZINC20839810,Inactive,
ZINC20842367,Inactive,
ZINC20874764,Inactive,
ZINC20919926,Inactive,
ZINC20966789,Inactive,
ZINC21078781,Inactive,
ZINC21124623,Inactive,
ZINC21263079,Inactive,
ZINC21263947,Inactive,
ZINC21521946,Inactive,
ZINC21581575,Inactive,
ZINC21597376,Inactive,
ZINC21644767,Inactive,
ZINC21800292,Inactive,
ZINC22016915,Inactive,
ZINC22018417,Inactive,
ZINC22034980,Inactive,
ZINC22040208,Inactive,
ZINC22127248,Inactive,
ZINC22183336,Inactive,
ZINC22446174,Inactive,
ZINC22447755,Inactive,
ZINC22450690,Inactive,
ZINC22453225,Inactive,
ZINC22458424,Inactive,
ZINC22574233,Inactive,
ZINC23024678,Inactive,
ZINC23070454,Inactive,
ZINC23083826,Inactive,
ZINC23088183,Inactive,
ZINC23089276,Inactive,
ZINC23169457,Inactive,
ZINC23174947,Inactive,
ZINC23310620,Inactive,
ZINC23335056,Inactive,
ZINC23544048,Inactive,
ZINC23644685,Inactive,
ZINC23686592,Inactive,
ZINC23795918,Inactive,
ZINC23841698,Inactive,
ZINC23890623,Inactive,
ZINC24193278,Inactive,
ZINC24325212,Inactive,
ZINC24404182,Inactive,
ZINC24416643,Inactive,
ZINC24521872,Inactive,
ZINC24735251,Inactive,
ZINC24873595,Inactive,
ZINC25098092,Inactive,
ZINC25262457,Inactive,
ZINC25438626,Inactive,
ZINC25486282,Inactive,
ZINC25666042,Inactive,
ZINC26086511,Inactive,
ZINC26506242,Inactive,
ZINC26506868,Inactive,
ZINC26511471,Inactive,
ZINC26628721,Inactive,
ZINC26746246,Inactive,
ZINC26825394,Inactive,
ZINC26938851,Inactive,
ZINC26964647,Inactive,
ZINC27004004,Inactive,
ZINC27171657,Inactive,
ZINC27218182,Inactive,
ZINC27221868,Inactive,
ZINC27236997,Inactive,
ZINC27843497,Inactive,
ZINC28034188,Inactive,
ZINC28035471,Inactive,
ZINC28042114,Inactive,
ZINC28205352,Inactive,
ZINC28207551,Inactive,
ZINC28296690,Inactive,
ZINC28535559,Inactive,
ZINC28540022,Inactive,
ZINC28603956,Inactive,
ZINC28754722,Inactive,
ZINC28961274,Inactive,
ZINC28963266,Inactive,
ZINC29036620,Inactive,
ZINC29203466,Inactive,
ZINC29454962,Inactive,
ZINC29464521,Inactive,
ZINC29492411,Inactive,
ZINC29579857,Inactive,
ZINC29759498,Inactive,
ZINC29792488,Inactive,
ZINC29853056,Inactive,
ZINC29887375,Inactive,
ZINC30030114,Inactive,
ZINC30040342,Inactive,
ZINC30060926,Inactive,
ZINC30399788,Inactive,
ZINC30512105,Inactive,
ZINC30512577,Inactive,
ZINC30515719,Inactive,
ZINC30536141,Inactive,
ZINC30670063,Inactive,
ZINC30678639,Inactive,
ZINC30883689,Inactive,
ZINC30914010,Inactive,
ZINC30914022,Inactive,
ZINC30978055,Inactive,
ZINC31039582,Inactive,
ZINC31334660,Inactive,
ZINC31334671,Inactive,
ZINC31490423,Inactive,
ZINC31542139,Inactive,
ZINC31555417,Inactive,
ZINC31702616,Inactive,
ZINC31778507,Inactive,
ZINC31881357,Inactive,
ZINC31885569,Inactive,
ZINC31897778,Inactive,
ZINC31948790,Inactive,
ZINC31977097,Inactive,
ZINC31977100,Inactive,
ZINC32011422,Inactive,
ZINC32024813,Inactive,
ZINC32053017,Inactive,
